ID,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
AB5681,3,0,1,2,30.34,34.85,66,19.9995,142
AB5682,3,0,1,3,28.7,33.335,79,,151
AB5683,3,0,1,3,28.7,33.335,79,,41
AB5684,3,0,1,1,28.7,33.335,79,7.0015,37
AB5685,3,0,1,2,29.52,34.85,74,,113
AB5686,3,0,1,2,30.34,34.85,70,,132
AB5687,3,0,1,1,29.52,35.605,84,,121
AB5688,3,0,1,1,29.52,35.605,84,,312
AB5689,3,0,1,2,29.52,35.605,84,,408
AB5690,3,0,1,2,27.06,30.305,78,22.0028,272
AB5691,3,0,1,1,26.24,29.545,78,23.9994,225
AB5692,3,0,1,1,26.24,29.545,78,19.0012,187
AB5693,3,0,1,1,25.42,28.79,83,,147
AB5694,3,0,1,1,25.42,28.79,83,,84
AB5695,3,0,1,1,25.42,28.79,83,,51
AB5696,3,0,1,1,25.42,28.79,83,,23
AB5697,3,0,1,1,25.42,28.03,88,,20
AB5698,3,0,1,1,24.6,27.275,88,7.0015,11
AB5699,3,0,1,1,25.42,28.03,88,,8
AB5700,3,0,1,2,25.42,28.03,88,,26
AB5701,3,0,1,1,25.42,28.03,88,,105
AB5702,3,0,1,1,26.24,28.79,83,,266
AB5703,3,0,1,1,27.06,30.305,83,7.0015,404
AB5704,3,0,1,1,28.7,33.335,74,,230
AB5705,3,0,1,1,30.34,34.85,66,,123
AB5706,3,0,1,2,31.16,35.605,62,,214
AB5707,3,0,1,2,31.16,36.365,66,7.0015,243
AB5708,3,0,1,2,31.98,37.12,59,7.0015,237
AB5709,3,0,1,1,32.8,38.635,59,,219
AB5710,3,0,1,2,32.8,38.635,59,12.998,249
AB5711,3,0,1,1,31.98,37.12,62,7.0015,343
AB5712,3,0,1,1,30.34,35.605,74,16.9979,489
AB5713,3,0,1,2,30.34,35.605,74,,410
AB5714,3,0,1,1,29.52,34.85,79,7.0015,290
AB5715,3,0,1,1,29.52,34.85,79,,222
AB5716,3,0,1,1,29.52,34.85,79,,190
AB5717,3,0,1,1,29.52,34.85,79,7.0015,152
AB5718,3,0,1,1,28.7,33.335,84,,136
AB5719,3,0,0,1,28.7,33.335,84,7.0015,145
AB5720,3,0,0,1,28.7,33.335,84,,64
AB5721,3,0,0,1,28.7,33.335,84,12.998,77
AB5722,3,0,0,2,28.7,33.335,84,15.0013,30
AB5723,3,0,0,2,28.7,33.335,84,15.0013,4
AB5724,3,0,0,2,28.7,33.335,84,19.9995,12
AB5725,3,0,0,2,28.7,33.335,84,19.9995,18
AB5726,3,0,0,2,28.7,33.335,84,23.9994,28
AB5727,3,0,0,2,28.7,33.335,84,16.9979,76
AB5728,3,0,0,2,28.7,33.335,84,,156
AB5729,3,0,0,2,28.7,33.335,79,31.0009,205
AB5730,3,0,0,3,27.06,29.545,89,,88
AB5731,3,0,0,3,27.06,30.305,83,32.9975,76
AB5732,3,0,0,3,27.06,30.305,83,26.0027,43
AB5733,3,0,0,3,26.24,28.79,89,36.9974,23
AB5734,3,0,0,3,26.24,28.79,89,36.9974,30
AB5735,3,0,0,3,26.24,28.79,89,35.0008,24
AB5736,3,0,0,3,26.24,28.79,89,,16
AB5737,3,0,0,3,25.42,28.79,83,23.9994,1
AB5738,3,0,0,3,25.42,28.79,83,,8
AB5739,3,0,0,1,27.06,31.06,74,,53
AB5740,3,0,0,1,28.7,32.575,61,,142
AB5741,3,0,0,1,28.7,32.575,58,26.0027,237
AB5742,3,0,0,1,30.34,33.335,51,26.0027,306
AB5743,3,0,0,1,31.16,34.09,45,23.9994,431
AB5744,3,0,0,1,31.98,34.85,43,,447
AB5745,3,0,0,1,31.98,34.85,43,23.9994,469
AB5746,3,0,0,1,32.8,35.605,36,26.0027,491
AB5747,3,0,0,1,31.16,34.09,40,19.9995,398
AB5748,3,0,0,1,30.34,33.335,42,15.0013,402
AB5749,3,0,0,1,29.52,33.335,48,7.0015,387
AB5750,3,0,0,1,29.52,32.575,45,7.0015,214
AB5751,3,0,0,1,27.06,31.06,61,,186
AB5752,3,0,0,1,26.24,30.305,69,7.0015,98
AB5753,3,0,0,1,25.42,29.545,73,7.0015,64
AB5754,3,0,1,1,25.42,29.545,73,7.0015,34
AB5755,3,0,1,1,24.6,29.545,69,7.0015,20
AB5756,3,0,1,1,24.6,29.545,69,12.998,13
AB5757,3,0,1,1,24.6,29.545,69,7.0015,6
AB5758,3,0,1,1,22.96,26.515,68,,3
AB5759,3,0,1,1,22.96,26.515,73,,17
AB5760,3,0,1,1,22.96,26.515,73,,102
AB5761,3,0,1,1,24.6,30.305,60,15.0013,284
AB5762,3,0,1,1,25.42,31.06,57,16.9979,404
AB5763,3,0,1,1,25.42,31.06,53,16.9979,188
AB5764,3,0,1,1,27.06,31.06,47,15.0013,115
AB5765,3,0,1,1,27.06,31.06,47,,138
AB5766,3,0,1,2,27.88,31.82,44,,207
AB5767,3,0,1,2,28.7,31.82,39,,218
AB5768,3,0,1,1,28.7,31.82,42,,182
AB5769,3,0,1,1,28.7,31.82,42,,220
AB5770,3,0,1,1,29.52,32.575,42,,282
AB5771,3,0,1,2,28.7,31.82,47,15.0013,591
AB5772,3,0,1,1,27.06,31.06,47,16.9979,547
AB5773,3,0,1,1,27.06,31.06,47,16.9979,367
AB5774,3,0,1,1,26.24,31.06,53,,277
AB5775,3,0,1,1,26.24,31.06,53,12.998,202
AB5776,3,0,1,1,25.42,31.06,57,,142
AB5777,3,0,1,1,24.6,30.305,60,,75
AB5778,3,0,1,1,22.96,26.515,73,,27
AB5779,3,0,1,1,22.96,26.515,68,7.0015,13
AB5780,3,0,1,1,22.14,25.76,73,7.0015,10
AB5781,3,0,1,1,22.14,25.76,73,12.998,4
AB5782,3,0,1,1,21.32,25,77,,6
AB5783,3,0,1,1,21.32,25,77,,28
AB5784,3,0,1,1,22.14,25.76,73,7.0015,119
AB5785,3,0,1,1,22.96,26.515,68,,357
AB5786,3,0,1,1,25.42,31.06,57,,493
AB5787,3,0,1,1,27.06,31.06,50,15.0013,218
AB5788,3,0,1,1,28.7,31.82,39,15.0013,137
AB5789,3,0,1,1,29.52,32.575,37,12.998,175
AB5790,3,0,1,1,29.52,32.575,37,,237
AB5791,3,0,1,1,30.34,32.575,35,7.0015,229
AB5792,3,0,1,1,30.34,32.575,33,,209
AB5793,3,0,1,1,30.34,32.575,35,15.0013,196
AB5794,3,0,1,1,30.34,32.575,37,,337
AB5795,3,0,1,1,29.52,32.575,42,12.998,611
AB5796,3,0,1,1,28.7,31.82,45,,576
AB5797,3,0,1,1,27.06,31.06,50,,465
AB5798,3,0,1,1,27.06,31.06,50,,298
AB5799,3,0,1,1,26.24,30.305,65,,223
AB5800,3,0,1,1,25.42,30.305,61,,143
AB5801,3,0,1,1,25.42,30.305,61,,93
AB5802,3,0,1,1,24.6,29.545,69,,32
AB5803,3,0,1,1,24.6,29.545,69,,15
AB5804,3,0,1,1,22.96,26.515,73,,6
AB5805,3,0,1,1,22.96,26.515,78,,6
AB5806,3,0,1,1,22.96,26.515,73,,5
AB5807,3,0,1,1,22.14,25.76,83,,27
AB5808,3,0,1,1,22.14,25.76,77,,111
AB5809,3,0,1,1,24.6,28.79,78,,328
AB5810,3,0,1,1,25.42,30.305,69,,467
AB5811,3,0,1,1,26.24,30.305,69,,244
AB5812,3,0,1,1,28.7,31.82,45,7.0015,138
AB5813,3,0,1,1,29.52,32.575,42,,171
AB5814,3,0,1,1,30.34,33.335,43,,260
AB5815,3,0,1,1,30.34,32.575,37,7.0015,221
AB5816,3,0,1,1,30.34,32.575,40,,196
AB5817,3,0,1,1,30.34,32.575,40,,172
AB5818,3,0,1,1,30.34,33.335,42,,309
AB5819,3,0,1,1,29.52,32.575,45,,608
AB5820,3,0,1,1,28.7,32.575,51,15.0013,565
AB5821,3,0,1,1,34.44,38.635,47,16.9979,446
AB5822,3,0,1,1,27.06,31.06,57,,289
AB5823,3,0,1,1,27.06,31.06,61,,201
AB5824,3,0,1,1,26.24,30.305,69,,157
AB5825,3,0,1,1,24.6,28.79,78,7.0015,84
AB5826,3,0,1,1,24.6,28.79,78,7.0015,51
AB5827,3,0,1,1,24.6,29.545,73,,21
AB5828,3,0,1,1,23.78,27.275,78,,25
AB5829,3,0,1,1,23.78,27.275,78,,14
AB5830,3,0,1,1,22.96,26.515,83,,7
AB5831,3,0,1,1,22.96,26.515,73,,23
AB5832,3,0,1,1,24.6,28.79,78,,105
AB5833,3,0,1,1,24.6,28.79,78,,342
AB5834,3,0,1,1,25.42,29.545,73,,498
AB5835,3,0,1,1,26.24,30.305,69,7.0015,207
AB5836,3,0,1,1,27.88,31.82,61,,138
AB5837,3,0,1,1,29.52,33.335,51,,192
AB5838,3,0,1,2,29.52,33.335,51,,229
AB5839,3,0,1,2,29.52,33.335,48,,219
AB5840,3,0,1,3,29.52,33.335,54,16.9979,198
AB5841,3,0,1,1,29.52,33.335,51,,174
AB5842,3,0,1,1,30.34,33.335,51,12.998,308
AB5843,3,0,1,1,29.52,33.335,54,16.9979,628
AB5844,3,0,1,1,29.52,33.335,54,15.0013,531
AB5845,3,0,1,1,28.7,32.575,58,,443
AB5846,3,0,1,1,27.06,31.06,61,15.0013,280
AB5847,3,0,1,2,27.06,31.06,57,12.998,177
AB5848,3,0,1,2,27.06,31.06,57,15.0013,179
AB5849,3,0,1,1,26.24,30.305,65,16.9979,126
AB5850,3,0,1,1,26.24,30.305,65,12.998,64
AB5851,3,0,1,3,25.42,29.545,73,7.0015,32
AB5852,3,0,1,3,25.42,29.545,73,7.0015,20
AB5853,3,0,1,2,24.6,28.03,83,,8
AB5854,3,0,1,1,24.6,28.03,83,,4
AB5855,3,0,1,2,24.6,28.03,83,,20
AB5856,3,0,1,1,24.6,28.03,83,,76
AB5857,3,0,1,1,24.6,28.03,83,7.0015,259
AB5858,3,0,1,1,25.42,29.545,78,12.998,456
AB5859,3,0,1,2,25.42,28.79,83,7.0015,220
AB5860,3,0,1,2,26.24,30.305,76,,140
AB5861,3,0,1,2,27.06,31.06,74,7.0015,192
AB5862,3,0,1,2,27.06,31.06,69,15.0013,260
AB5863,3,0,1,2,27.88,31.82,65,,279
AB5864,3,0,1,2,28.7,32.575,61,7.0015,283
AB5865,3,0,1,2,28.7,32.575,61,16.9979,346
AB5866,3,0,1,2,28.7,32.575,61,,381
AB5867,3,0,1,2,27.88,31.82,65,,455
AB5868,3,0,1,2,27.88,31.82,65,12.998,355
AB5869,3,0,1,1,27.06,31.06,69,,287
AB5870,3,0,1,1,26.24,30.305,73,,196
AB5871,3,0,1,2,26.24,30.305,73,,149
AB5872,3,0,1,2,26.24,30.305,73,,147
AB5873,3,0,1,2,26.24,30.305,73,,98
AB5874,3,0,0,2,26.24,30.305,73,7.0015,87
AB5875,3,0,0,2,26.24,30.305,69,16.9979,74
AB5876,3,0,0,2,26.24,30.305,69,15.0013,41
AB5877,3,0,0,1,25.42,29.545,73,,35
AB5878,3,0,0,1,25.42,29.545,73,,7
AB5879,3,0,0,1,25.42,30.305,69,12.998,12
AB5880,3,0,0,1,25.42,29.545,73,,23
AB5881,3,0,0,1,25.42,29.545,73,12.998,38
AB5882,3,0,0,1,26.24,30.305,69,,89
AB5883,3,0,0,2,27.06,31.06,69,16.9979,201
AB5884,3,0,0,3,27.06,31.06,65,16.9979,258
AB5885,3,0,0,3,27.06,31.06,69,19.0012,194
AB5886,3,0,0,1,28.7,32.575,61,15.0013,257
AB5887,3,0,0,1,28.7,32.575,65,15.0013,353
AB5888,3,0,0,2,29.52,34.09,66,,380
AB5889,3,0,0,1,29.52,34.09,70,,388
AB5890,3,0,0,1,29.52,34.09,70,12.998,374
AB5891,3,0,0,1,29.52,34.09,70,15.0013,371
AB5892,3,0,0,1,29.52,34.09,70,,339
AB5893,3,0,0,1,28.7,33.335,74,,295
AB5894,3,0,0,1,28.7,33.335,79,,219
AB5895,3,0,0,1,27.88,31.82,83,,164
AB5896,3,0,0,1,27.88,31.82,83,7.0015,162
AB5897,3,0,0,1,27.06,31.06,85,,123
AB5898,3,0,0,1,27.06,29.545,89,12.998,109
AB5899,3,0,0,1,27.06,30.305,83,,75
AB5900,3,0,0,1,27.06,30.305,83,12.998,60
AB5901,3,0,0,1,26.24,28.79,89,12.998,43
AB5902,3,0,0,1,26.24,28.79,83,,4
AB5903,3,0,0,1,26.24,28.79,83,,6
AB5904,3,0,0,1,26.24,28.79,84,15.0013,3
AB5905,3,0,0,1,27.06,30.305,78,12.998,30
AB5906,3,0,0,1,27.06,30.305,78,,70
AB5907,3,0,0,1,27.06,30.305,78,,189
AB5908,3,0,0,1,28.7,33.335,74,,297
AB5909,3,0,0,1,30.34,34.85,70,,337
AB5910,3,0,0,1,31.16,36.365,66,,435
AB5911,3,0,0,2,31.98,37.12,62,19.0012,419
AB5912,3,0,0,1,31.98,37.88,66,22.0028,361
AB5913,3,0,0,1,31.98,37.88,66,19.0012,410
AB5914,3,0,0,1,32.8,38.635,59,15.0013,337
AB5915,3,0,0,1,31.16,36.365,66,15.0013,376
AB5916,3,0,0,1,31.16,36.365,66,12.998,356
AB5917,3,0,0,1,30.34,34.85,70,12.998,328
AB5918,3,0,0,1,30.34,34.85,70,19.9995,229
AB5919,3,0,0,1,29.52,34.85,74,16.9979,207
AB5920,3,0,0,2,29.52,34.85,74,19.0012,155
AB5921,3,0,0,2,29.52,34.09,70,,104
AB5922,3,1,0,2,28.7,33.335,74,15.0013,97
AB5923,3,1,0,2,27.88,31.82,79,7.0015,54
AB5924,3,1,0,2,27.88,31.82,79,,39
AB5925,3,1,0,2,27.88,31.82,74,19.9995,16
AB5926,3,1,0,2,27.88,31.82,69,19.0012,8
AB5927,3,1,0,2,27.06,31.06,74,,6
AB5928,3,1,0,2,27.06,31.06,74,,11
AB5929,3,1,0,1,27.06,31.06,74,,41
AB5930,3,1,0,2,27.06,30.305,78,12.998,101
AB5931,3,1,0,3,27.88,31.82,74,,152
AB5932,3,1,0,2,28.7,32.575,70,,244
AB5933,3,1,0,2,28.7,33.335,74,,308
AB5934,3,1,0,2,29.52,34.09,70,12.998,353
AB5935,3,1,0,2,30.34,34.85,70,,389
AB5936,3,1,0,1,30.34,34.85,70,,357
AB5937,3,1,0,2,27.88,31.82,79,19.0012,253
AB5938,3,1,0,2,27.88,31.82,79,19.0012,284
AB5939,3,1,0,2,27.06,29.545,89,7.0015,114
AB5940,3,1,0,1,27.06,29.545,89,,123
AB5941,3,1,0,3,27.06,29.545,94,7.0015,175
AB5942,3,1,0,3,27.06,29.545,94,16.9979,82
AB5943,3,1,0,2,27.06,29.545,94,19.9995,60
AB5944,3,1,0,2,24.6,27.275,88,39.0007,64
AB5945,3,1,0,3,22.96,26.515,88,26.0027,20
AB5946,3,0,1,3,22.14,25.76,94,23.9994,8
AB5947,3,0,1,3,22.14,25.76,94,16.9979,2
AB5948,3,0,1,3,22.14,25.76,94,19.9995,1
AB5949,3,0,1,2,22.14,25.76,94,19.9995,4
AB5950,3,0,1,3,22.14,25.76,88,23.9994,21
AB5951,3,0,1,2,22.14,25.76,88,22.0028,72
AB5952,3,0,1,2,22.14,25.76,83,23.9994,172
AB5953,3,0,1,3,22.14,25.76,83,26.0027,364
AB5954,3,0,1,2,22.14,25.76,81,,185
AB5955,3,0,1,3,22.14,25.76,83,23.9994,106
AB5956,3,0,1,3,22.14,25.76,83,26.0027,89
AB5957,3,0,1,3,22.14,25.76,83,26.0027,67
AB5958,3,0,1,3,22.14,25.76,88,19.9995,29
AB5959,3,0,1,3,22.14,25.76,88,19.0012,24
AB5960,3,0,1,3,22.14,25.76,94,26.0027,89
AB5961,3,0,1,3,22.14,25.76,94,26.0027,106
AB5962,3,0,1,2,22.14,25.76,88,26.0027,291
AB5963,3,0,1,2,22.14,25.76,88,26.0027,373
AB5964,3,0,1,2,22.14,25.76,88,,281
AB5965,3,0,1,3,22.14,25.76,88,19.9995,163
AB5966,3,0,1,3,22.14,25.76,88,19.0012,121
AB5967,3,0,1,2,22.14,25.76,94,22.0028,84
AB5968,3,0,1,3,22.14,25.76,94,16.9979,58
AB5969,3,0,1,2,22.14,25.76,94,15.0013,13
AB5970,3,0,1,3,22.14,25.76,94,16.9979,5
AB5971,3,0,1,2,22.14,25.76,94,15.0013,6
AB5972,3,0,1,3,22.96,26.515,94,,2
AB5973,3,0,1,3,22.96,26.515,94,,4
AB5974,3,0,1,2,22.96,26.515,100,,16
AB5975,3,0,1,3,24.6,27.275,88,7.0015,75
AB5976,3,0,1,3,24.6,27.275,88,,86
AB5977,3,0,1,3,25.42,27.275,94,,328
AB5978,3,0,1,3,24.6,27.275,88,,190
AB5979,3,0,1,3,24.6,27.275,88,,66
AB5980,3,0,1,3,24.6,25.76,94,,10
AB5981,3,0,1,3,22.96,26.515,94,,22
AB5982,3,0,1,3,24.6,27.275,88,,11
AB5983,3,0,1,3,24.6,25.76,93,,25
AB5984,3,0,1,3,25.42,27.275,94,7.0015,58
AB5985,3,0,1,1,26.24,28.79,89,,144
AB5986,3,0,1,3,26.24,28.79,89,,285
AB5987,3,0,1,3,26.24,28.79,89,,237
AB5988,3,0,1,2,26.24,28.79,89,,226
AB5989,3,0,1,3,26.24,28.79,89,,96
AB5990,3,0,1,3,26.24,28.79,89,,38
AB5991,3,0,1,3,25.42,27.275,94,,29
AB5992,3,0,1,3,25.42,27.275,94,12.998,24
AB5993,3,0,1,3,24.6,25,100,12.998,14
AB5994,3,0,1,3,25.42,27.275,94,7.0015,4
AB5995,3,0,1,3,25.42,27.275,94,,2
AB5996,3,0,1,2,25.42,27.275,94,,3
AB5997,3,0,1,3,25.42,27.275,94,,14
AB5998,3,0,1,3,25.42,27.275,94,,56
AB5999,3,0,1,3,25.42,27.275,94,7.0015,179
AB6000,3,0,1,3,25.42,27.275,94,,195
AB6001,3,0,1,2,25.42,25.76,100,16.9979,69
AB6002,3,0,1,2,26.24,28.03,94,7.0015,65
AB6003,3,0,1,2,26.24,28.03,94,15.0013,98
AB6004,3,0,1,2,27.06,29.545,94,15.0013,102
AB6005,3,0,1,2,27.88,31.82,83,26.0027,126
AB6006,3,0,1,2,28.7,33.335,79,23.9994,120
AB6007,3,0,1,3,27.06,29.545,89,19.9995,139
AB6008,3,0,1,3,26.24,28.03,94,19.0012,156
AB6009,3,0,1,3,26.24,28.03,94,19.0012,113
AB6010,3,0,1,3,26.24,28.03,94,23.9994,68
AB6011,3,0,1,3,25.42,25.76,100,22.0028,52
AB6012,3,0,1,2,25.42,27.275,94,,89
AB6013,3,0,1,3,26.24,28.03,94,7.0015,82
AB6014,3,0,1,3,25.42,25.76,100,,70
AB6015,3,0,1,3,25.42,25.76,100,,26
AB6016,3,0,1,3,26.24,28.03,94,12.998,16
AB6017,3,0,1,2,25.42,25.76,100,,8
AB6018,3,0,1,2,25.42,25.76,100,16.9979,8
AB6019,3,0,1,2,25.42,27.275,94,16.9979,2
AB6020,3,0,1,3,25.42,27.275,94,,3
AB6021,3,0,1,2,25.42,27.275,94,,14
AB6022,3,0,1,2,25.42,25.76,100,,57
AB6023,3,0,1,3,25.42,25.76,100,16.9979,108
AB6024,3,0,1,3,25.42,27.275,94,,288
AB6025,3,0,1,3,25.42,27.275,94,,136
AB6026,3,0,1,2,25.42,25.76,100,,29
AB6027,3,0,1,2,25.42,27.275,94,,72
AB6028,3,0,1,1,26.24,28.03,94,,75
AB6029,3,0,1,1,28.7,33.335,79,,122
AB6030,3,0,1,1,29.52,34.85,74,,148
AB6031,3,0,1,1,30.34,34.85,66,,188
AB6032,3,0,1,1,30.34,34.85,66,,285
AB6033,3,0,1,1,28.7,33.335,79,16.9979,505
AB6034,3,0,1,1,28.7,33.335,79,12.998,410
AB6035,3,0,1,1,27.06,29.545,89,,349
AB6036,3,0,1,1,26.24,28.03,94,,210
AB6037,3,0,1,1,27.06,29.545,89,,203
AB6038,3,0,1,1,25.42,27.275,94,,160
AB6039,3,0,1,1,25.42,27.275,94,,148
AB6040,3,0,0,1,25.42,27.275,94,,116
AB6041,3,0,0,2,25.42,27.275,94,,83
AB6042,3,0,0,2,24.6,25,97,7.0015,64
AB6043,3,0,0,1,23.78,27.275,100,,37
AB6044,3,0,0,1,23.78,27.275,94,,7
AB6045,3,0,0,1,23.78,27.275,94,,8
AB6046,3,0,0,1,23.78,27.275,94,,6
AB6047,3,0,0,1,24.6,27.275,88,,52
AB6048,3,0,0,1,25.42,28.79,83,,119
AB6049,3,0,0,1,26.24,29.545,78,19.9995,207
AB6050,3,0,0,1,28.7,32.575,65,16.9979,318
AB6051,3,0,0,1,29.52,34.09,62,16.9979,360
AB6052,3,0,0,1,29.52,34.09,62,15.0013,404
AB6053,3,0,0,1,30.34,34.09,55,19.0012,370
AB6054,3,0,0,1,30.34,34.09,55,19.0012,359
AB6055,3,0,0,1,30.34,34.09,55,15.0013,480
AB6056,3,0,0,1,30.34,34.09,55,12.998,431
AB6057,3,0,0,1,30.34,34.09,55,15.0013,460
AB6058,3,0,0,1,29.52,33.335,58,12.998,360
AB6059,3,0,0,1,28.7,32.575,58,,315
AB6060,3,0,0,1,27.06,31.06,69,7.0015,245
AB6061,3,0,0,1,26.24,29.545,78,,230
AB6062,3,0,0,1,26.24,29.545,78,,175
AB6063,3,0,0,2,25.42,28.03,88,,139
AB6064,3,0,0,1,25.42,28.03,88,,108
AB6065,3,0,0,2,25.42,28.03,88,,88
AB6066,3,0,0,2,25.42,29.545,78,12.998,76
AB6067,3,0,0,2,25.42,29.545,78,,45
AB6068,3,0,0,1,24.6,28.03,83,,9
AB6069,3,0,0,1,24.6,28.03,83,,39
AB6070,3,0,0,1,23.78,27.275,88,7.0015,20
AB6071,3,0,0,1,24.6,27.275,88,,37
AB6072,3,0,0,1,26.24,29.545,78,,94
AB6073,3,0,0,1,27.06,31.06,74,,227
AB6074,3,0,0,1,28.7,32.575,65,,334
AB6075,3,0,0,1,28.7,32.575,65,,402
AB6076,3,0,0,1,28.7,32.575,65,,411
AB6077,3,0,0,1,30.34,34.09,58,7.0015,350
AB6078,3,0,0,1,29.52,33.335,58,19.0012,342
AB6079,3,0,0,1,30.34,33.335,51,19.9995,404
AB6080,3,0,0,1,29.52,33.335,51,19.9995,483
AB6081,3,0,0,1,29.52,33.335,51,,380
AB6082,3,0,0,1,27.88,31.82,65,19.9995,339
AB6083,3,0,0,1,26.24,30.305,69,7.0015,333
AB6084,3,0,0,1,25.42,29.545,73,7.0015,226
AB6085,3,0,0,1,26.24,30.305,69,,159
AB6086,3,0,0,1,25.42,30.305,69,26.0027,95
AB6087,3,0,0,3,23.78,27.275,78,,45
AB6088,3,0,1,1,22.96,26.515,88,,16
AB6089,3,0,1,1,22.96,26.515,88,,12
AB6090,3,0,1,1,22.96,26.515,88,,2
AB6091,3,0,1,1,22.14,25.76,94,7.0015,4
AB6092,3,0,1,1,22.96,26.515,83,,24
AB6093,3,0,1,1,22.96,26.515,83,,109
AB6094,3,0,1,1,23.78,27.275,83,,312
AB6095,3,0,1,1,24.6,28.79,78,,408
AB6096,3,0,1,1,26.24,30.305,69,,176
AB6097,3,0,1,1,27.88,31.82,62,,129
AB6098,3,0,1,1,28.7,32.575,58,12.998,165
AB6099,3,0,1,1,29.52,33.335,51,12.998,184
AB6100,3,0,1,1,29.52,33.335,54,7.0015,163
AB6101,3,0,1,1,30.34,33.335,51,,189
AB6102,3,0,1,1,30.34,33.335,48,,212
AB6103,3,0,1,1,29.52,33.335,48,,298
AB6104,3,0,1,1,29.52,33.335,51,,590
AB6105,3,0,1,1,28.7,32.575,54,12.998,571
AB6106,3,0,1,1,27.88,31.82,57,,436
AB6107,3,0,1,1,27.06,31.06,65,,299
AB6108,3,0,1,1,26.24,30.305,73,,195
AB6109,3,0,1,1,25.42,28.79,83,,150
AB6110,3,0,1,1,25.42,28.79,83,7.0015,69
AB6111,3,0,1,1,24.6,27.275,88,7.0015,26
AB6112,3,0,1,1,23.78,27.275,83,7.0015,10
AB6113,3,0,1,1,24.6,28.79,78,,2
AB6114,3,0,1,1,23.78,27.275,83,,4
AB6115,3,0,1,1,22.96,26.515,88,,8
AB6116,3,0,1,1,22.96,26.515,88,,20
AB6117,3,0,1,1,22.96,26.515,88,7.0015,122
AB6118,3,0,1,1,23.78,27.275,83,,362
AB6119,3,0,1,1,24.6,28.03,81,7.0015,425
AB6120,3,0,1,1,26.24,30.305,69,,214
AB6121,3,0,1,1,27.88,31.82,69,,135
AB6122,3,0,1,1,28.7,32.575,61,,153
AB6123,3,0,1,1,29.52,33.335,58,15.0013,187
AB6124,3,0,1,1,30.34,33.335,51,19.0012,184
AB6125,3,0,1,1,30.34,33.335,51,22.0028,190
AB6126,3,0,1,1,30.34,33.335,51,19.9995,180
AB6127,3,0,1,1,30.34,33.335,51,15.0013,292
AB6128,3,0,1,1,30.34,33.335,51,15.0013,579
AB6129,3,0,1,1,28.7,32.575,61,,539
AB6130,3,0,1,1,27.88,31.82,69,,396
AB6131,3,0,1,1,27.06,31.06,74,12.998,272
AB6132,3,0,1,1,26.24,29.545,78,,245
AB6133,3,0,1,1,26.24,29.545,78,,144
AB6134,3,0,1,1,26.24,29.545,78,7.0015,74
AB6135,3,0,1,1,25.42,29.545,78,,33
AB6136,3,0,1,1,25.42,29.545,78,,8
AB6137,3,0,1,1,24.6,28.03,83,,5
AB6138,3,0,1,1,24.6,27.275,88,,8
AB6139,3,0,1,1,24.6,28.03,83,,9
AB6140,3,0,1,1,23.78,27.275,88,7.0015,31
AB6141,3,0,1,1,23.78,27.275,88,7.0015,145
AB6142,3,0,1,1,24.6,28.03,83,7.0015,370
AB6143,3,0,1,1,25.42,28.79,83,,429
AB6144,3,0,1,1,26.24,29.545,78,,202
AB6145,3,0,1,1,28.7,32.575,70,,142
AB6146,3,0,1,1,29.52,34.09,66,,164
AB6147,3,0,1,1,30.34,34.09,58,15.0013,212
AB6148,3,0,1,1,31.16,34.85,55,16.9979,178
AB6149,3,0,1,1,31.98,35.605,52,15.0013,124
AB6150,3,0,1,1,31.98,35.605,49,16.9979,176
AB6151,3,0,1,1,31.16,34.85,52,19.0012,277
AB6152,3,0,1,1,31.16,34.85,52,19.0012,599
AB6153,3,0,1,1,29.52,34.09,62,,586
AB6154,3,0,1,2,28.7,32.575,70,7.0015,381
AB6155,3,0,1,2,29.52,33.335,58,,261
AB6156,3,0,1,2,27.06,31.06,65,15.0013,213
AB6157,3,0,1,2,27.06,31.06,65,,160
AB6158,3,0,1,2,26.24,30.305,69,7.0015,72
AB6159,3,0,1,1,26.24,30.305,69,,37
AB6160,3,0,1,1,26.24,30.305,69,,20
AB6161,3,0,1,1,25.42,29.545,73,7.0015,5
AB6162,3,0,1,1,25.42,29.545,73,,8
AB6163,3,0,1,1,24.6,28.79,78,7.0015,7
AB6164,3,0,1,1,24.6,28.79,78,,31
AB6165,3,0,1,2,24.6,28.03,83,16.9979,124
AB6166,3,0,1,2,25.42,29.545,78,12.998,338
AB6167,3,0,1,1,26.24,30.305,73,,391
AB6168,3,0,1,2,26.24,30.305,73,23.9994,209
AB6169,3,0,1,2,27.06,31.06,69,16.9979,121
AB6170,3,0,1,2,27.88,31.82,65,,159
AB6171,3,0,1,2,27.06,31.06,69,19.9995,179
AB6172,3,0,1,2,26.24,30.305,65,19.0012,189
AB6173,3,0,1,2,26.24,30.305,65,,170
AB6174,3,0,1,2,24.6,29.545,69,,135
AB6175,3,0,1,2,22.14,25.76,77,31.0009,222
AB6176,3,0,1,3,19.68,23.485,82,31.0009,261
AB6177,3,0,1,3,19.68,23.485,67,,244
AB6178,3,0,1,1,18.86,22.725,67,31.0009,232
AB6179,3,0,1,1,18.86,22.725,63,22.0028,248
AB6180,3,0,1,1,18.86,22.725,63,22.0028,145
AB6181,3,0,1,1,18.04,21.97,67,19.0012,115
