ID,temp,atemp,humidity,windspeed,count
AB5694,25.42,28.79,83,6.0032,84
AB5695,25.42,28.79,83,8.9981,51
AB5696,25.42,28.79,83,0,23
AB5697,25.42,28.03,88,8.9981,20
AB5698,24.6,27.275,88,7.0015,11
AB5699,25.42,28.03,88,0,8
AB5700,25.42,28.03,88,0,26
AB5701,25.42,28.03,88,0,105
AB5702,26.24,28.79,83,0,266
AB5703,27.06,30.305,83,7.0015,404
AB5704,28.7,33.335,74,0,230
AB5705,30.34,34.85,66,6.0032,123
AB5706,31.16,35.605,62,0,214
AB5707,31.16,36.365,66,7.0015,243
AB5708,31.98,37.12,59,7.0015,237
AB5709,32.8,38.635,59,0,219
AB5710,32.8,38.635,59,12.998,249
AB5711,31.98,37.12,62,7.0015,343
AB5712,30.34,35.605,74,16.9979,489
AB5713,30.34,35.605,74,8.9981,410
AB5714,29.52,34.85,79,7.0015,290
AB5715,29.52,34.85,79,6.0032,222
AB5716,29.52,34.85,79,11.0014,190
AB5717,29.52,34.85,79,7.0015,152
AB5718,28.7,33.335,84,6.0032,136
AB5719,28.7,33.335,84,7.0015,145
AB5720,28.7,33.335,84,11.0014,64
AB5721,28.7,33.335,84,12.998,77
AB5722,28.7,33.335,84,15.0013,30
AB5723,28.7,33.335,84,15.0013,4
AB5724,28.7,33.335,84,19.9995,12
AB5725,28.7,33.335,84,19.9995,18
AB5726,28.7,33.335,84,23.9994,28
AB5727,28.7,33.335,84,16.9979,76
AB5728,28.7,33.335,84,27.9993,156
AB5729,28.7,33.335,79,31.0009,205
AB5730,27.06,29.545,89,27.9993,88
AB5731,27.06,30.305,83,32.9975,76
AB5732,27.06,30.305,83,26.0027,43
AB5733,26.24,28.79,89,36.9974,23
AB5734,26.24,28.79,89,36.9974,30
AB5735,26.24,28.79,89,35.0008,24
AB5736,26.24,28.79,89,55.9986,16
AB5737,25.42,28.79,83,23.9994,1
AB5738,25.42,28.79,83,27.9993,8
AB5739,27.06,31.06,74,27.9993,53
AB5740,28.7,32.575,61,40.9973,142
AB5741,28.7,32.575,58,26.0027,237
AB5742,30.34,33.335,51,26.0027,306
AB5743,31.16,34.09,45,23.9994,431
AB5744,31.98,34.85,43,27.9993,447
AB5745,31.98,34.85,43,23.9994,469
AB5746,32.8,35.605,36,26.0027,491
AB5747,31.16,34.09,40,19.9995,398
AB5748,30.34,33.335,42,15.0013,402
AB5749,29.52,33.335,48,7.0015,387
AB5750,29.52,32.575,45,7.0015,214
AB5751,27.06,31.06,61,8.9981,186
AB5752,26.24,30.305,69,7.0015,98
AB5753,25.42,29.545,73,7.0015,64
AB5754,25.42,29.545,73,7.0015,34
AB5755,24.6,29.545,69,7.0015,20
AB5756,24.6,29.545,69,12.998,13
AB5757,24.6,29.545,69,7.0015,6
AB5758,22.96,26.515,68,8.9981,3
AB5759,22.96,26.515,73,8.9981,17
AB5760,22.96,26.515,73,8.9981,102
AB5761,24.6,30.305,60,15.0013,284
AB5762,25.42,31.06,57,16.9979,404
AB5763,25.42,31.06,53,16.9979,188
AB5764,27.06,31.06,47,15.0013,115
AB5765,27.06,31.06,47,11.0014,138
AB5766,27.88,31.82,44,11.0014,207
AB5767,28.7,31.82,39,0,218
AB5768,28.7,31.82,42,0,182
AB5769,28.7,31.82,42,11.0014,220
AB5770,29.52,32.575,42,11.0014,282
AB5771,28.7,31.82,47,15.0013,591
AB5772,27.06,31.06,47,16.9979,547
AB5773,27.06,31.06,47,16.9979,367
AB5774,26.24,31.06,53,11.0014,277
AB5775,26.24,31.06,53,12.998,202
AB5776,25.42,31.06,57,8.9981,142
AB5777,24.6,30.305,60,6.0032,75
AB5778,22.96,26.515,73,8.9981,27
AB5779,22.96,26.515,68,7.0015,13
AB5780,22.14,25.76,73,7.0015,10
AB5781,22.14,25.76,73,12.998,4
AB5782,21.32,25,77,11.0014,6
AB5783,21.32,25,77,6.0032,28
AB5784,22.14,25.76,73,7.0015,119
AB5785,22.96,26.515,68,8.9981,357
AB5786,25.42,31.06,57,8.9981,493
AB5787,27.06,31.06,50,15.0013,218
AB5788,28.7,31.82,39,15.0013,137
AB5789,29.52,32.575,37,12.998,175
AB5790,29.52,32.575,37,0,237
AB5791,30.34,32.575,35,7.0015,229
AB5792,30.34,32.575,33,11.0014,209
AB5793,30.34,32.575,35,15.0013,196
AB5794,30.34,32.575,37,11.0014,337
AB5795,29.52,32.575,42,12.998,611
AB5796,28.7,31.82,45,11.0014,576
AB5797,27.06,31.06,50,6.0032,465
AB5798,27.06,31.06,50,0,298
AB5799,26.24,30.305,65,6.0032,223
AB5800,25.42,30.305,61,0,143
AB5801,25.42,30.305,61,0,93
AB5802,24.6,29.545,69,0,32
AB5803,24.6,29.545,69,0,15
AB5804,22.96,26.515,73,0,6
AB5805,22.96,26.515,78,0,6
AB5806,22.96,26.515,73,0,5
AB5807,22.14,25.76,83,6.0032,27
AB5808,22.14,25.76,77,0,111
AB5809,24.6,28.79,78,0,328
AB5810,25.42,30.305,69,0,467
AB5811,26.24,30.305,69,6.0032,244
AB5812,28.7,31.82,45,7.0015,138
AB5813,29.52,32.575,42,8.9981,171
AB5814,30.34,33.335,43,8.9981,260
AB5815,30.34,32.575,37,7.0015,221
AB5816,30.34,32.575,40,8.9981,196
AB5817,30.34,32.575,40,8.9981,172
AB5818,30.34,33.335,42,8.9981,309
AB5819,29.52,32.575,45,8.9981,608
AB5820,28.7,32.575,51,15.0013,565
AB5821,34.44,38.635,47,16.9979,446
AB5822,27.06,31.06,57,8.9981,289
AB5823,27.06,31.06,61,6.0032,201
AB5824,26.24,30.305,69,0,157
AB5825,24.6,28.79,78,7.0015,84
AB5826,24.6,28.79,78,7.0015,51
AB5827,24.6,29.545,73,6.0032,21
AB5828,23.78,27.275,78,6.0032,25
AB5829,23.78,27.275,78,6.0032,14
AB5830,22.96,26.515,83,6.0032,7
AB5831,22.96,26.515,73,6.0032,23
AB5832,24.6,28.79,78,0,105
AB5833,24.6,28.79,78,0,342
AB5834,25.42,29.545,73,8.9981,498
AB5835,26.24,30.305,69,7.0015,207
AB5836,27.88,31.82,61,8.9981,138
AB5837,29.52,33.335,51,8.9981,192
AB5838,29.52,33.335,51,8.9981,229
AB5839,29.52,33.335,48,6.0032,219
AB5840,29.52,33.335,54,16.9979,198
AB5841,29.52,33.335,51,8.9981,174
AB5842,30.34,33.335,51,12.998,308
AB5843,29.52,33.335,54,16.9979,628
AB5844,29.52,33.335,54,15.0013,531
AB5845,28.7,32.575,58,11.0014,443
AB5846,27.06,31.06,61,15.0013,280
AB5847,27.06,31.06,57,12.998,177
AB5848,27.06,31.06,57,15.0013,179
AB5849,26.24,30.305,65,16.9979,126
AB5850,26.24,30.305,65,12.998,64
AB5851,25.42,29.545,73,7.0015,32
AB5852,25.42,29.545,73,7.0015,20
AB5853,24.6,28.03,83,11.0014,8
AB5854,24.6,28.03,83,6.0032,4
AB5855,24.6,28.03,83,8.9981,20
AB5856,24.6,28.03,83,8.9981,76
AB5857,24.6,28.03,83,7.0015,259
AB5858,25.42,29.545,78,12.998,456
AB5859,25.42,28.79,83,7.0015,220
AB5860,26.24,30.305,76,11.0014,140
AB5861,27.06,31.06,74,7.0015,192
AB5862,27.06,31.06,69,15.0013,260
AB5863,27.88,31.82,65,8.9981,279
AB5864,28.7,32.575,61,7.0015,283
AB5865,28.7,32.575,61,16.9979,346
AB5866,28.7,32.575,61,8.9981,381
AB5867,27.88,31.82,65,11.0014,455
AB5868,27.88,31.82,65,12.998,355
AB5869,27.06,31.06,69,8.9981,287
AB5870,26.24,30.305,73,0,196
AB5871,26.24,30.305,73,6.0032,149
AB5872,26.24,30.305,73,11.0014,147
AB5873,26.24,30.305,73,11.0014,98
AB5874,26.24,30.305,73,7.0015,87
AB5875,26.24,30.305,69,16.9979,74
AB5876,26.24,30.305,69,15.0013,41
AB5877,25.42,29.545,73,11.0014,35
AB5878,25.42,29.545,73,11.0014,7
AB5879,25.42,30.305,69,12.998,12
AB5880,25.42,29.545,73,11.0014,23
AB5881,25.42,29.545,73,12.998,38
AB5882,26.24,30.305,69,11.0014,89
AB5883,27.06,31.06,69,16.9979,201
AB5884,27.06,31.06,65,16.9979,258
AB5885,27.06,31.06,69,19.0012,194
AB5886,28.7,32.575,61,15.0013,257
AB5887,28.7,32.575,65,15.0013,353
AB5888,29.52,34.09,66,11.0014,380
AB5889,29.52,34.09,70,11.0014,388
AB5890,29.52,34.09,70,12.998,374
AB5891,29.52,34.09,70,15.0013,371
AB5892,29.52,34.09,70,11.0014,339
AB5893,28.7,33.335,74,8.9981,295
AB5894,28.7,33.335,79,11.0014,219
AB5895,27.88,31.82,83,8.9981,164
AB5896,27.88,31.82,83,7.0015,162
AB5897,27.06,31.06,85,8.9981,123
AB5898,27.06,29.545,89,12.998,109
AB5899,27.06,30.305,83,8.9981,75
AB5900,27.06,30.305,83,12.998,60
AB5901,26.24,28.79,89,12.998,43
AB5902,26.24,28.79,83,11.0014,4
AB5903,26.24,28.79,83,8.9981,6
AB5904,26.24,28.79,84,15.0013,3
AB5905,27.06,30.305,78,12.998,30
AB5906,27.06,30.305,78,11.0014,70
AB5907,27.06,30.305,78,11.0014,189
AB5908,28.7,33.335,74,8.9981,297
AB5909,30.34,34.85,70,11.0014,337
AB5910,31.16,36.365,66,11.0014,435
AB5911,31.98,37.12,62,19.0012,419
AB5912,31.98,37.88,66,22.0028,361
AB5913,31.98,37.88,66,19.0012,410
AB5914,32.8,38.635,59,15.0013,337
AB5915,31.16,36.365,66,15.0013,376
AB5916,31.16,36.365,66,12.998,356
AB5917,30.34,34.85,70,12.998,328
AB5918,30.34,34.85,70,19.9995,229
AB5919,29.52,34.85,74,16.9979,207
AB5920,29.52,34.85,74,19.0012,155
AB5921,29.52,34.09,70,11.0014,104
AB5922,28.7,33.335,74,15.0013,97
AB5923,27.88,31.82,79,7.0015,54
AB5924,27.88,31.82,79,11.0014,39
AB5925,27.88,31.82,74,19.9995,16
AB5926,27.88,31.82,69,19.0012,8
AB5927,27.06,31.06,74,11.0014,6
AB5928,27.06,31.06,74,8.9981,11
AB5929,27.06,31.06,74,11.0014,41
AB5930,27.06,30.305,78,12.998,101
AB5931,27.88,31.82,74,11.0014,152
AB5932,28.7,32.575,70,11.0014,244
AB5933,28.7,33.335,74,11.0014,308
AB5934,29.52,34.09,70,12.998,353
AB5935,30.34,34.85,70,8.9981,389
AB5936,30.34,34.85,70,11.0014,357
AB5937,27.88,31.82,79,19.0012,253
AB5938,27.88,31.82,79,19.0012,284
AB5939,27.06,29.545,89,7.0015,114
AB5940,27.06,29.545,89,6.0032,123
AB5941,27.06,29.545,94,7.0015,175
AB5942,27.06,29.545,94,16.9979,82
AB5943,27.06,29.545,94,19.9995,60
AB5944,24.6,27.275,88,39.0007,64
AB5945,22.96,26.515,88,26.0027,20
AB5946,22.14,25.76,94,23.9994,8
AB5947,22.14,25.76,94,16.9979,2
AB5948,22.14,25.76,94,19.9995,1
AB5949,22.14,25.76,94,19.9995,4
AB5950,22.14,25.76,88,23.9994,21
AB5951,22.14,25.76,88,22.0028,72
AB5952,22.14,25.76,83,23.9994,172
AB5953,22.14,25.76,83,26.0027,364
AB5954,22.14,25.76,81,27.9993,185
AB5955,22.14,25.76,83,23.9994,106
AB5956,22.14,25.76,83,26.0027,89
AB5957,22.14,25.76,83,26.0027,67
AB5958,22.14,25.76,88,19.9995,29
AB5959,22.14,25.76,88,19.0012,24
AB5960,22.14,25.76,94,26.0027,89
AB5961,22.14,25.76,94,26.0027,106
AB5962,22.14,25.76,88,26.0027,291
AB5963,22.14,25.76,88,26.0027,373
AB5964,22.14,25.76,88,27.9993,281
AB5965,22.14,25.76,88,19.9995,163
AB5966,22.14,25.76,88,19.0012,121
AB5967,22.14,25.76,94,22.0028,84
AB5968,22.14,25.76,94,16.9979,58
AB5969,22.14,25.76,94,15.0013,13
AB5970,22.14,25.76,94,16.9979,5
AB5971,22.14,25.76,94,15.0013,6
AB5972,22.96,26.515,94,8.9981,2
AB5973,22.96,26.515,94,11.0014,4
AB5974,22.96,26.515,100,8.9981,16
AB5975,24.6,27.275,88,7.0015,75
AB5976,24.6,27.275,88,6.0032,86
AB5977,25.42,27.275,94,6.0032,328
AB5978,24.6,27.275,88,8.9981,190
AB5979,24.6,27.275,88,8.9981,66
AB5980,24.6,25.76,94,0,10
AB5981,22.96,26.515,94,0,22
AB5982,24.6,27.275,88,0,11
AB5983,24.6,25.76,93,0,25
AB5984,25.42,27.275,94,7.0015,58
AB5985,26.24,28.79,89,0,144
AB5986,26.24,28.79,89,0,285
AB5987,26.24,28.79,89,0,237
AB5988,26.24,28.79,89,0,226
AB5989,26.24,28.79,89,6.0032,96
AB5990,26.24,28.79,89,6.0032,38
AB5991,25.42,27.275,94,11.0014,29
AB5992,25.42,27.275,94,12.998,24
AB5993,24.6,25,100,12.998,14
AB5994,25.42,27.275,94,7.0015,4
AB5995,25.42,27.275,94,0,2
AB5996,25.42,27.275,94,6.0032,3
AB5997,25.42,27.275,94,6.0032,14
AB5998,25.42,27.275,94,11.0014,56
AB5999,25.42,27.275,94,7.0015,179
AB6000,25.42,27.275,94,8.9981,195
AB6001,25.42,25.76,100,16.9979,69
AB6002,26.24,28.03,94,7.0015,65
AB6003,26.24,28.03,94,15.0013,98
AB6004,27.06,29.545,94,15.0013,102
AB6005,27.88,31.82,83,26.0027,126
AB6006,28.7,33.335,79,23.9994,120
AB6007,27.06,29.545,89,19.9995,139
AB6008,26.24,28.03,94,19.0012,156
AB6009,26.24,28.03,94,19.0012,113
AB6010,26.24,28.03,94,23.9994,68
AB6011,25.42,25.76,100,22.0028,52
AB6012,25.42,27.275,94,11.0014,89
AB6013,26.24,28.03,94,7.0015,82
AB6014,25.42,25.76,100,6.0032,70
AB6015,25.42,25.76,100,6.0032,26
AB6016,26.24,28.03,94,12.998,16
AB6017,25.42,25.76,100,11.0014,8
AB6018,25.42,25.76,100,16.9979,8
AB6019,25.42,27.275,94,16.9979,2
AB6020,25.42,27.275,94,11.0014,3
AB6021,25.42,27.275,94,8.9981,14
AB6022,25.42,25.76,100,8.9981,57
AB6023,25.42,25.76,100,16.9979,108
AB6024,25.42,27.275,94,11.0014,288
AB6025,25.42,27.275,94,11.0014,136
AB6026,25.42,25.76,100,0,29
AB6027,25.42,27.275,94,0,72
AB6028,26.24,28.03,94,0,75
AB6029,28.7,33.335,79,6.0032,122
AB6030,29.52,34.85,74,6.0032,148
AB6031,30.34,34.85,66,0,188
AB6032,30.34,34.85,66,8.9981,285
AB6033,28.7,33.335,79,16.9979,505
AB6034,28.7,33.335,79,12.998,410
AB6035,27.06,29.545,89,11.0014,349
AB6036,26.24,28.03,94,6.0032,210
AB6037,27.06,29.545,89,0,203
AB6038,25.42,27.275,94,0,160
AB6039,25.42,27.275,94,6.0032,148
AB6040,25.42,27.275,94,0,116
AB6041,25.42,27.275,94,0,83
AB6042,24.6,25,97,7.0015,64
AB6043,23.78,27.275,100,8.9981,37
AB6044,23.78,27.275,94,6.0032,7
AB6045,23.78,27.275,94,8.9981,8
AB6046,23.78,27.275,94,11.0014,6
AB6047,24.6,27.275,88,8.9981,52
AB6048,25.42,28.79,83,11.0014,119
AB6049,26.24,29.545,78,19.9995,207
AB6050,28.7,32.575,65,16.9979,318
AB6051,29.52,34.09,62,16.9979,360
AB6052,29.52,34.09,62,15.0013,404
AB6053,30.34,34.09,55,19.0012,370
AB6054,30.34,34.09,55,19.0012,359
AB6055,30.34,34.09,55,15.0013,480
AB6056,30.34,34.09,55,12.998,431
AB6057,30.34,34.09,55,15.0013,460
AB6058,29.52,33.335,58,12.998,360
AB6059,28.7,32.575,58,8.9981,315
AB6060,27.06,31.06,69,7.0015,245
AB6061,26.24,29.545,78,6.0032,230
AB6062,26.24,29.545,78,0,175
AB6063,25.42,28.03,88,0,139
AB6064,25.42,28.03,88,0,108
AB6065,25.42,28.03,88,0,88
AB6066,25.42,29.545,78,12.998,76
AB6067,25.42,29.545,78,6.0032,45
AB6068,24.6,28.03,83,8.9981,9
AB6069,24.6,28.03,83,8.9981,39
AB6070,23.78,27.275,88,7.0015,20
AB6071,24.6,27.275,88,0,37
AB6072,26.24,29.545,78,0,94
AB6073,27.06,31.06,74,0,227
AB6074,28.7,32.575,65,0,334
AB6075,28.7,32.575,65,0,402
AB6076,28.7,32.575,65,0,411
AB6077,30.34,34.09,58,7.0015,350
AB6078,29.52,33.335,58,19.0012,342
AB6079,30.34,33.335,51,19.9995,404
AB6080,29.52,33.335,51,19.9995,483
AB6081,29.52,33.335,51,8.9981,380
AB6082,27.88,31.82,65,19.9995,339
AB6083,26.24,30.305,69,7.0015,333
AB6084,25.42,29.545,73,7.0015,226
AB6085,26.24,30.305,69,0,159
AB6086,25.42,30.305,69,26.0027,95
AB6087,23.78,27.275,78,6.0032,45
AB6088,22.96,26.515,88,6.0032,16
AB6089,22.96,26.515,88,0,12
AB6090,22.96,26.515,88,0,2
AB6091,22.14,25.76,94,7.0015,4
AB6092,22.96,26.515,83,0,24
AB6093,22.96,26.515,83,0,109
AB6094,23.78,27.275,83,0,312
AB6095,24.6,28.79,78,6.0032,408
AB6096,26.24,30.305,69,0,176
AB6097,27.88,31.82,62,11.0014,129
AB6098,28.7,32.575,58,12.998,165
AB6099,29.52,33.335,51,12.998,184
AB6100,29.52,33.335,54,7.0015,163
AB6101,30.34,33.335,51,11.0014,189
AB6102,30.34,33.335,48,6.0032,212
AB6103,29.52,33.335,48,0,298
AB6104,29.52,33.335,51,11.0014,590
AB6105,28.7,32.575,54,12.998,571
AB6106,27.88,31.82,57,8.9981,436
AB6107,27.06,31.06,65,0,299
AB6108,26.24,30.305,73,6.0032,195
AB6109,25.42,28.79,83,11.0014,150
AB6110,25.42,28.79,83,7.0015,69
AB6111,24.6,27.275,88,7.0015,26
AB6112,23.78,27.275,83,7.0015,10
AB6113,24.6,28.79,78,0,2
AB6114,23.78,27.275,83,0,4
AB6115,22.96,26.515,88,0,8
AB6116,22.96,26.515,88,0,20
AB6117,22.96,26.515,88,7.0015,122
AB6118,23.78,27.275,83,6.0032,362
AB6119,24.6,28.03,81,7.0015,425
AB6120,26.24,30.305,69,6.0032,214
AB6121,27.88,31.82,69,8.9981,135
AB6122,28.7,32.575,61,11.0014,153
AB6123,29.52,33.335,58,15.0013,187
AB6124,30.34,33.335,51,19.0012,184
AB6125,30.34,33.335,51,22.0028,190
AB6126,30.34,33.335,51,19.9995,180
AB6127,30.34,33.335,51,15.0013,292
AB6128,30.34,33.335,51,15.0013,579
AB6129,28.7,32.575,61,11.0014,539
AB6130,27.88,31.82,69,11.0014,396
AB6131,27.06,31.06,74,12.998,272
AB6132,26.24,29.545,78,11.0014,245
AB6133,26.24,29.545,78,8.9981,144
AB6134,26.24,29.545,78,7.0015,74
AB6135,25.42,29.545,78,6.0032,33
AB6136,25.42,29.545,78,6.0032,8
AB6137,24.6,28.03,83,0,5
AB6138,24.6,27.275,88,8.9981,8
AB6139,24.6,28.03,83,6.0032,9
AB6140,23.78,27.275,88,7.0015,31
AB6141,23.78,27.275,88,7.0015,145
AB6142,24.6,28.03,83,7.0015,370
AB6143,25.42,28.79,83,11.0014,429
AB6144,26.24,29.545,78,11.0014,202
AB6145,28.7,32.575,70,8.9981,142
AB6146,29.52,34.09,66,11.0014,164
AB6147,30.34,34.09,58,15.0013,212
AB6148,31.16,34.85,55,16.9979,178
AB6149,31.98,35.605,52,15.0013,124
AB6150,31.98,35.605,49,16.9979,176
AB6151,31.16,34.85,52,19.0012,277
AB6152,31.16,34.85,52,19.0012,599
AB6153,29.52,34.09,62,11.0014,586
AB6154,28.7,32.575,70,7.0015,381
AB6155,29.52,33.335,58,27.9993,261
AB6156,27.06,31.06,65,15.0013,213
AB6157,27.06,31.06,65,8.9981,160
AB6158,26.24,30.305,69,7.0015,72
AB6159,26.24,30.305,69,8.9981,37
AB6160,26.24,30.305,69,11.0014,20
AB6161,25.42,29.545,73,7.0015,5
AB6162,25.42,29.545,73,6.0032,8
AB6163,24.6,28.79,78,7.0015,7
AB6164,24.6,28.79,78,0,31
AB6165,24.6,28.03,83,16.9979,124
AB6166,25.42,29.545,78,12.998,338
AB6167,26.24,30.305,73,8.9981,391
AB6168,26.24,30.305,73,23.9994,209
AB6169,27.06,31.06,69,16.9979,121
AB6170,27.88,31.82,65,8.9981,159
AB6171,27.06,31.06,69,19.9995,179
AB6172,26.24,30.305,65,19.0012,189
AB6173,26.24,30.305,65,27.9993,170
AB6174,24.6,29.545,69,27.9993,135
AB6175,22.14,25.76,77,31.0009,222
AB6176,19.68,23.485,82,31.0009,261
AB6177,19.68,23.485,67,40.9973,244
AB6178,18.86,22.725,67,31.0009,232
AB6179,18.86,22.725,63,22.0028,248
AB6180,18.86,22.725,63,22.0028,145
AB6181,18.04,21.97,67,19.0012,115
AB6182,18.04,21.97,67,15.0013,69
AB6183,17.22,21.21,71,15.0013,48
AB6184,17.22,21.21,67,12.998,26
AB6185,16.4,20.455,71,19.0012,10
AB6186,16.4,20.455,71,16.9979,6
AB6187,16.4,20.455,71,19.0012,4
AB6188,15.58,19.695,76,12.998,32
AB6189,15.58,19.695,71,15.0013,93
AB6190,16.4,20.455,71,19.0012,299
AB6191,17.22,21.21,67,15.0013,409
AB6192,18.86,22.725,55,16.9979,210
AB6193,20.5,24.24,51,19.0012,140
AB6194,20.5,24.24,51,8.9981,179
AB6195,21.32,25,45,0,251
AB6196,22.14,25.76,42,0,223
AB6197,22.14,25.76,45,11.0014,225
AB6198,22.14,25.76,45,15.0013,203
AB6199,21.32,25,48,11.0014,358
AB6200,21.32,25,48,8.9981,566
AB6201,21.32,25,52,11.0014,482
AB6202,20.5,24.24,55,11.0014,315
AB6203,20.5,24.24,55,0,225
AB6204,20.5,24.24,63,0,163
AB6205,19.68,23.485,67,6.0032,167
AB6206,20.5,24.24,59,0,126
AB6207,18.86,22.725,72,11.0014,108
AB6208,18.86,22.725,72,7.0015,80
AB6209,18.86,22.725,82,6.0032,79
AB6210,18.86,22.725,72,8.9981,28
AB6211,18.86,22.725,72,8.9981,5
AB6212,18.86,22.725,72,11.0014,5
AB6213,18.86,22.725,72,15.0013,22
AB6214,18.86,22.725,77,12.998,37
AB6215,18.86,22.725,77,16.9979,108
AB6216,19.68,23.485,67,15.0013,177
AB6217,20.5,24.24,68,19.0012,249
AB6218,21.32,25,68,15.0013,367
AB6219,21.32,25,67,15.0013,372
AB6220,21.32,25,68,12.998,349
AB6221,21.32,25,72,12.998,297
AB6222,21.32,25,72,12.998,354
AB6223,22.14,25.76,68,16.9979,305
AB6224,21.32,25,72,15.0013,359
AB6225,21.32,25,72,15.0013,329
AB6226,21.32,25,68,8.9981,256
AB6227,21.32,25,68,8.9981,176
AB6228,20.5,24.24,72,12.998,170
AB6229,20.5,24.24,72,15.0013,143
AB6230,18.86,22.725,82,11.0014,136
AB6231,18.86,22.725,77,15.0013,112
AB6232,18.86,22.725,77,15.0013,79
AB6233,18.04,21.97,82,16.9979,89
AB6234,18.04,21.97,82,12.998,36
AB6235,18.04,21.97,77,15.0013,1
AB6236,18.04,21.97,77,15.0013,6
AB6237,18.04,21.97,77,16.9979,12
AB6238,18.86,22.725,72,15.0013,44
AB6239,18.86,22.725,72,16.9979,69
AB6240,19.68,23.485,67,16.9979,140
AB6241,20.5,24.24,72,11.0014,260
AB6242,21.32,25,68,15.0013,317
AB6243,22.14,25.76,64,8.9981,364
AB6244,22.96,26.515,60,8.9981,376
AB6245,23.78,27.275,56,8.9981,311
AB6246,23.78,27.275,60,8.9981,365
AB6247,22.96,26.515,64,11.0014,369
AB6248,22.96,26.515,64,12.998,325
AB6249,22.96,26.515,60,7.0015,289
AB6250,22.14,25.76,68,7.0015,245
AB6251,22.14,25.76,68,6.0032,180
AB6252,22.14,25.76,68,6.0032,147
AB6253,22.14,25.76,68,6.0032,84
AB6254,22.14,25.76,68,12.998,54
AB6255,21.32,25,72,11.0014,37
AB6256,21.32,25,72,7.0015,10
AB6257,21.32,25,72,8.9981,13
AB6258,20.5,24.24,77,8.9981,5
AB6259,20.5,24.24,77,11.0014,8
AB6260,20.5,24.24,77,12.998,28
AB6261,20.5,24.24,77,15.0013,113
AB6262,20.5,24.24,82,15.0013,332
AB6263,21.32,25,77,8.9981,420
AB6264,22.14,25.76,68,11.0014,215
AB6265,22.96,26.515,64,8.9981,105
AB6266,23.78,27.275,64,11.0014,139
AB6267,23.78,27.275,60,6.0032,189
AB6268,24.6,30.305,60,0,177
AB6269,24.6,30.305,60,12.998,188
AB6270,24.6,30.305,60,15.0013,187
AB6271,24.6,30.305,60,11.0014,263
AB6272,23.78,27.275,64,8.9981,568
AB6273,22.96,26.515,68,8.9981,540
AB6274,22.96,26.515,68,7.0015,374
AB6275,22.96,26.515,68,8.9981,231
AB6276,22.96,26.515,68,11.0014,200
AB6277,22.96,26.515,68,11.0014,129
AB6278,22.96,26.515,73,12.998,68
AB6279,22.96,26.515,73,11.0014,25
AB6280,22.14,25.76,88,11.0014,14
AB6281,22.14,25.76,88,11.0014,5
AB6282,22.14,25.76,83,15.0013,3
AB6283,22.14,25.76,88,12.998,6
AB6284,22.14,25.76,88,12.998,22
AB6285,22.14,25.76,88,12.998,114
AB6286,22.14,25.76,88,11.0014,329
AB6287,22.14,25.76,94,16.9979,209
AB6288,22.14,25.76,94,15.0013,69
AB6289,22.96,26.515,88,11.0014,30
AB6290,22.96,26.515,88,11.0014,56
AB6291,22.96,26.515,94,11.0014,60
AB6292,22.96,26.515,94,8.9981,103
AB6293,23.78,27.275,88,12.998,112
AB6294,25.42,29.545,78,7.0015,192
AB6295,24.6,28.03,83,11.0014,264
AB6296,24.6,28.03,83,7.0015,511
AB6297,24.6,28.03,83,7.0015,492
AB6298,23.78,27.275,88,0,337
AB6299,22.96,26.515,94,0,253
AB6300,22.96,26.515,94,0,206
AB6301,22.96,26.515,94,0,148
AB6302,22.96,26.515,94,0,81
AB6303,22.14,25.76,100,0,27
AB6304,22.14,25.76,94,0,17
AB6305,22.14,25.76,94,0,6
AB6306,22.14,25.76,94,6.0032,6
AB6307,22.14,25.76,100,8.9981,7
AB6308,22.14,25.76,100,11.0014,31
AB6309,22.14,25.76,100,12.998,117
AB6310,22.14,25.76,100,12.998,330
AB6311,22.14,25.76,100,7.0015,462
AB6312,22.96,26.515,100,6.0032,208
AB6313,24.6,27.275,88,0,133
AB6314,25.42,28.79,83,11.0014,180
AB6315,26.24,29.545,78,6.0032,193
AB6316,27.06,31.06,74,11.0014,181
AB6317,27.06,31.06,74,12.998,179
AB6318,27.06,31.06,74,7.0015,185
AB6319,27.06,31.06,74,7.0015,281
AB6320,27.06,31.06,74,11.0014,536
AB6321,26.24,28.79,83,11.0014,408
AB6322,25.42,27.275,94,0,283
AB6323,25.42,27.275,94,0,160
AB6324,24.6,25,100,6.0032,200
AB6325,25.42,27.275,94,0,127
AB6326,24.6,25.76,94,7.0015,95
AB6327,24.6,25.76,94,7.0015,41
AB6328,24.6,25.76,94,6.0032,11
AB6329,24.6,25.76,94,7.0015,10
AB6330,24.6,25.76,94,6.0032,12
AB6331,24.6,25.76,94,6.0032,2
AB6332,24.6,25.76,94,7.0015,30
AB6333,24.6,25,100,8.9981,101
AB6334,24.6,25,100,7.0015,311
AB6335,24.6,25,100,11.0014,415
AB6336,25.42,27.275,94,12.998,203
AB6337,26.24,28.79,89,15.0013,120
AB6338,26.24,28.79,89,12.998,165
AB6339,27.06,30.305,83,11.0014,176
AB6340,27.06,30.305,83,12.998,193
AB6341,27.06,30.305,83,15.0013,183
AB6342,27.88,31.82,79,11.0014,181
AB6343,27.88,31.82,74,8.9981,301
AB6344,27.06,30.305,78,6.0032,563
AB6345,26.24,28.79,83,7.0015,551
